"year","state","name","pop","chrstprotpct","chrstcatpct","chrstorthpct","chrstangpct","chrstothrpct","chrstgenpct","judorthpct","judconspct","judrefpct","judothrpct","judgenpct","islmsunpct","islmshipct","islmibdpct","islmnatpct","islmalwpct","islmahmpct","islmothrpct","islmgenpct","budmahpct","budthrpct","budothrpct","budgenpct","zorogenpct","hindgenpct","sikhgenpct","shntgenpct","bahgenpct","taogenpct","jaingenpct","confgenpct","syncgenpct","anmgenpct","nonreligpct","othrgenpct","sumreligpct","total","dualrelig","datatype","sourcereliab","recreliab","reliabilevel","Version","sourcecode"
2000,760,"BHU",2124000,0.0029,0.0016,0,0,0.0038,0.0083,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.7478,0.0831,0,0.8309,0,0.1177,0,0,0,0,0,0,0,0.033,1e-04,0,1,1,0,24,8,35,"Low",1.1,83
2005,760,"BHU",672000,0.0074,0.0033,0,0,0.0035,0.0142,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.733,0.0872,0,0.8202,0,0.1213,0,0,0,0,0,0,0,0.0315,0.0026,2e-04,0.9998,1,0,24,8,35,"Low",1.1,83
2010,760,"BHU",694754,0.0048,0.0031,0,0,0.0043,0.0122,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.7562,0.084,0,0.8402,0,0.1039,0,0,0,0,0,0,0,0.0324,3e-04,0.0011,0.9989,1.0001,0,24,8,35,"Low",1.1,83
1950,770,"PAK",74620000,0.0067,0.0037,0,0,0.0022,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0.0027,0.0027,1e-04,0.08,0.0013,0,1e-04,0,0,0,0,0.0019,1e-04,0.0013,0.9987,1,0,24,4,8,"Medium",1.1,7
1955,770,"PAK",84406000,0.0082,0.0047,0,0,0,0.0129,0,0,0,0,0,0,0,0,0,0,0,0.91,0.91,0,0,0.0031,0.0031,1e-04,0.07,9e-04,0,2e-04,0,0,0,0,0.0015,1e-04,0.0013,0.9987,1.0001,0,134,5,10,"Medium",1.1,15
1960,770,"PAK",98737000,0.0086,0.0051,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0.9146,0.9146,0,0,0.0031,0.0031,1e-04,0.0664,5e-04,0,2e-04,0,0,0,0,0.0011,2e-04,1e-04,0.9999,1,0,134,6,28,"Low",1.1,18
1965,770,"PAK",113061000,0.0096,0.0055,0,0,0,0.0151,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,0,0,0.0014,0.0014,1e-04,0.05,2e-04,0,2e-04,0,0,0,0,8e-04,2e-04,0.0018,0.9982,0.9998,0,3,99,35,"Low",1.1,99
1970,770,"PAK",128724000,0.01,0.0058,0,0,0.0038,0.0195,0,0,0,0,0,0,0,0,0,0,0,0.9643,0.9643,0,0,0,0,1e-04,0.015,0,0,3e-04,0,0,0,0,6e-04,2e-04,0,1,1,0,1,4,7,"Medium",1.1,7
1975,770,"PAK",71033000,0.0147,0.0086,0,0,0.0069,0.0302,0,0,0,0,0,0,0,0,0,0,0,0.9449,0.9449,0,0,0,0,1e-04,0.0212,0,0,4e-04,0,0,0,0,7e-04,3e-04,0.002,0.998,0.9998,0,3,99,35,"Low",1.1,99
1980,770,"PAK",82581000,0.0098,0.0058,0,0,0.0061,0.0216,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,1e-04,0.0131,0,0,3e-04,0,0,0,0,3e-04,2e-04,0.0044,0.9956,1,0,134,4,10,"Medium",1.1,7
1985,770,"PAK",96472000,0.011,0.0069,0,0,0.0112,0.0291,0,0,0,0,0,0,0,0,0,0,0,0.9538,0.9538,0,0,4e-04,4e-04,1e-04,0.0125,0,0,4e-04,0,0,0,0,8e-04,5e-04,0.0022,0.9978,0.9998,0,34,2,10,"Medium",1.1,13
1990,770,"PAK",112404000,0.0117,0.0077,0,0,0.0148,0.0341,0,0,0,0,0,0,0,0,0,0,0,0.9487,0.9487,0,0,7e-04,7e-04,2e-04,0.0126,0,0,5e-04,0,0,0,0,0.0012,8e-04,0.0012,0.9988,1,0,24,4,8,"Medium",1.1,7
1995,770,"PAK",129871000,0.0115,0.007,0,0,0.0076,0.0261,0,0,0,0,0,0.8117,0.1432,0,0,0,0,0,0.955,0,0,7e-04,7e-04,1e-04,0.0134,2e-04,0,5e-04,0,0,0,0,0.0012,9e-04,0.002,0.998,1.0001,0,34,5,24,"Medium",1.1,1
2000,770,"PAK",156483008,0.0075,0.0046,0,0,0.0049,0.017,0,0,0,0,0,0.8117,0.1432,0,0,0,0,0.0019,0.9569,0,0,6e-04,6e-04,0,0.022,3e-04,0,4e-04,0,0,0,0,0.0011,0.001,7e-04,0.9993,1,0,24,8,24,"Medium",1.1,83
2005,770,"PAK",153960000,0.0075,0.0046,0,0,0.0049,0.017,0,0,0,0,0,0.8118,0.1433,0,0,0,0,0.0019,0.9569,0,0,6e-04,6e-04,0,0.022,3e-04,0,4e-04,0,0,0,0,0.0011,0.001,7e-04,0.9993,1,0,24,8,24,"Medium",1.1,83
2010,770,"PAK",168446576,0.0075,0.0046,0,0,0.0049,0.017,0,0,0,0,0,0.8117,0.1432,0,0,0,0,0.0019,0.9569,0,0,6e-04,6e-04,0,0.022,3e-04,0,4e-04,0,0,0,0,0.0011,0.001,7e-04,0.9993,1,0,24,8,24,"Medium",1.1,83
1975,771,"BNG",78961000,5e-04,3e-04,0,0,2e-04,0.001,0,0,0,0,0,0.854,0,0,0,0,0,0,0.854,0,0,0.005,0.005,0,0.135,0,0,0,0,0,0,0,0,0.002,0.003,0.997,1,0,24,4,8,"High",1.1,314
1980,771,"BNG",88678000,5e-04,3e-04,0,0,2e-04,0.001,0,0,0,0,0,0.865,0.005,0,0,0,0,0,0.87,0,0,0.006,0.006,0,0.121,0,0,0,0,0,0,0,0,0.002,0,1,1,0,24,4,8,"High",1.1,314
1985,771,"BNG",99434000,5e-04,3e-04,0,0,2e-04,0.001,0,0,0,0,0,0.872,0.0033,0,0,0,0,0,0.8753,0,0,0.006,0.006,0,0.1119,0,0,0,0,0,0,0,0.0015,0.002,0.0023,0.9977,1,0,34,99,10,"Medium",1.1,99
1990,771,"BNG",109765000,5e-04,3e-04,0,0,2e-04,0.001,0,0,0,0,0,0.881,0.002,0,0,0,0,0,0.883,0,0,0.006,0.006,0,0.105,0,0,0,0,0,0,0,0.0014,0.002,0.0016,0.9984,1,0,24,4,8,"High",1.1,314
1995,771,"BNG",118229000,4e-04,2e-04,0,0,2e-04,8e-04,0,0,0,0,0,0.8881,0.002,0,0,0,0,0,0.8901,0,0,0.0055,0.0055,0,0.0994,0,0,0,0,0,0,0,0.0016,0.0013,0.0012,0.9988,0.9999,0,34,99,10,"Medium",1.1,99
2000,771,"BNG",129155000,3e-04,2e-04,0,0,1e-04,6e-04,0,0,0,0,0,0.894,0.002,0,0,0,0,0,0.896,0,0,0.005,0.005,0,0.093,0,0,1e-04,0,0,0,0,0.003,8e-04,0.0015,0.9985,1,0,24,4,8,"High",1.1,314
2005,771,"BNG",138600000,7e-04,4e-04,0,0,3e-04,0.0014,0,0,0,0,0,0.8921,0.002,0,0,0,0,0,0.8941,0,0,0.0055,0.0055,0,0.0934,1e-04,0,1e-04,0,0,0,0,0.0033,8e-04,0.0014,0.9986,1.0001,0,34,99,10,"Medium",1.1,99
2010,771,"BNG",147290688,0.001,6e-04,0,0,4e-04,0.002,0,0,0,0,0,0.895,0.002,0,0,0,0,0,0.897,0,0,0.006,0.006,0,0.09,1e-04,0,1e-04,0,0,0,0,0.0035,8e-04,4e-04,0.9996,0.9999,0,34,99,10,"Medium",1.1,99
1950,775,"MYA",17832000,0.0291,0.0087,0,0.0018,0.0012,0.0408,0,0,0,0,0,0,0,0,0,0,0,0.0365,0.0365,0,0.7869,0,0.7869,0,0.0175,4e-04,0,2e-04,0,0,0,0.0029,0.1136,0.0012,2e-04,0.9998,1.0002,1,1,4,7,"Medium",1.1,7
1955,775,"MYA",19561000,0.0423,0.0087,0,0.0016,0,0.0525,0,0,0,0,0,0,0,0,0,0,0,0.0363,0.0363,0,0.76,0,0.76,0,0.0271,3e-04,0,3e-04,0,0,0,0.003,0.1181,0.0018,4e-04,0.9996,0.9998,1,3,99,35,"Low",1.1,99
1960,775,"MYA",22355000,0.0509,0.0082,0,0.0013,0,0.0604,0,0,0,0,0,0,0,0,0,0,0,0.0344,0.0344,0,0.75,0,0.75,0,0.0335,3e-04,0,3e-04,0,0,0,0.003,0.1154,0.0022,4e-04,0.9996,0.9999,1,134,10,28,"Low",1.1,12
1965,775,"MYA",24218000,0.044,0.01,0,0.0012,0,0.0552,0,0,0,0,0,0,0,0,0,0,0,0.0372,0.0372,0,0.7559,0,0.7559,0,0.0251,2e-04,0,4e-04,0,0,0,0.0031,0.1198,0.0026,5e-04,0.9995,1,1,134,8,28,"Low",1.1,20
1970,775,"MYA",27034000,0.0368,0.0102,0,0.001,0.0035,0.0516,0,0,0,0,0,0,0,0,0,0,0,0.0382,0.0382,0,0.7717,0,0.7717,0,0.0172,2e-04,0,4e-04,0,0,0,0.0031,0.113,0.0029,0.0017,0.9983,1,1,1,4,7,"Medium",1.1,7
1975,775,"MYA",30170000,0.04,0.0116,0,0.001,0.0115,0.0641,0,0,0,0,0,0,0,0,0,0,0,0.0381,0.0381,0,0.76,0,0.76,0,0.0128,2e-04,0,4e-04,0,0,0.005,0.0035,0.113,0.0028,0,1,0.9999,1,34,9,28,"Low",1.1,2
1980,775,"MYA",33637000,0.0422,0.0126,0,0.001,0.0178,0.0735,0,0,0,0,0,0,0,0,0,0,0,0.0377,0.0377,0,0.75,0,0.75,0,0.0092,2e-04,0,4e-04,0,0,0.0089,0.0037,0.113,0.0027,5e-04,0.9995,0.9998,1,134,4,10,"Medium",1.1,7
1985,775,"MYA",38641000,0.0448,0.0121,0,0.0011,0,0.0579,0,0,0,0,0,0.0351,0,0,0,0,0,0,0.0351,0,0.775,0,0.775,0,0.0126,2e-04,0,9e-04,0,1e-04,0.0116,0.0032,0.1003,0.0028,3e-04,0.9997,1,1,134,2,10,"Medium",1.1,13
1990,775,"MYA",41354000,0.0469,0.0121,0,0.0012,0,0.0602,0,0,0,0,0,0.0261,0,0,0,0,0,0,0.0261,0,0.775,0,0.775,0,0.016,2e-04,0,0.0013,0,1e-04,0.0145,0.0029,0.0996,0.0039,3e-04,0.9997,1.0001,1,24,4,8,"Medium",1.1,7
1995,775,"MYA",45106000,0.05,0.01,0,0.0012,0.0088,0.07,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.7395,0,0.7395,0,0.016,1e-04,0,0.0014,0,1e-04,0.0141,0.0026,0.1111,0.0045,5e-04,0.9995,0.9999,1,134,5,20,"Medium",1.1,1
2000,775,"MYA",45611000,0.0504,0.0121,0,9e-04,0.007,0.0704,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.7654,0,0.7654,0,0.001,0,0,0.0012,0,1e-04,0.002,0.0022,0.1133,0.0027,0.0017,0.9983,1,1,24,5,20,"Medium",1.1,83
2005,775,"MYA",55374000,0.0564,0.0147,0,0.001,0.0079,0.08,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.7478,0,0.7478,0,0.001,0,0,0.0015,0,1e-04,0.0018,0.002,0.12,0.0049,9e-04,0.9991,1,1,24,5,20,"Medium",1.1,83
2010,775,"MYA",58807968,0.0544,0.0137,0,0.001,0.0085,0.0776,0,0,0,0,0,0.0417,0,0,0,0,0,0,0.0417,0,0.7479,0,0.7479,0,0.001,0,0,0.0015,0,1e-04,0.0018,0.002,0.12,0.0049,0.0014,0.9986,0.9999,1,24,5,20,"Medium",1.1,83
1950,780,"SRI",7678000,0.0067,0.068,0,0.0055,0.001,0.0811,0,0,0,0,0,0,0,0,0,0,0,0.0716,0.0716,0,0,0.6377,0.6377,1e-04,0.2063,0.0017,0,1e-04,0,0,0,0,1e-04,0.0013,0,1,1,0,1,4,7,"Medium",1.1,7
1955,780,"SRI",8723000,0.0063,0.0665,0,0.0049,0.0078,0.0855,0,0,0,0,0,0,0,0,0,0,0,0.0665,0.0665,0,0,0.65,0.65,1e-04,0.1901,0.0018,0,3e-04,0,0,0,0,1e-04,0.0024,0.0031,0.9969,0.9999,0,134,9,28,"Low",1.1,2
1960,780,"SRI",9889000,0.0059,0.0689,0,0.0044,0.0102,0.0894,0,0,0,0,0,0,0,0,0,0,0,0.0732,0.0732,0,0,0.65,0.65,1e-04,0.18,0.0019,0,4e-04,0,0,0,0,1e-04,0.0033,0.0015,0.9985,0.9999,0,134,10,28,"Low",1.1,12
1965,780,"SRI",11164000,0.0055,0.07,0,0.004,0.0105,0.09,0,0,0,0,0,0,0,0,0,0,0,0.0733,0.0733,0,0,0.67,0.67,1e-04,0.16,0.002,0,5e-04,0,0,0,0,1e-04,0.004,0,1,1,0,134,8,28,"Low",1.1,20
1970,780,"SRI",12516000,0.0052,0.076,0,0.0037,0.0018,0.0866,0,0,0,0,0,0,0,0,0,0,0,0.073,0.073,0,0,0.6738,0.6738,1e-04,0.1593,0.002,0,5e-04,0,0,0,0,1e-04,0.0045,0,1,0.9999,0,1,4,7,"Medium",1.1,7
1975,780,"SRI",13496000,0.0052,0.0772,0,0.0037,0,0.0861,0,0,0,0,0,0,0,0,0,0,0,0.0751,0.0751,0,0,0.6959,0.6959,1e-04,0.13,0.0021,0,6e-04,0,0,0,0,0,0.0078,0.0021,0.9979,0.9998,0,3,99,35,"Low",1.1,99
1980,780,"SRI",14747000,0.0051,0.0767,0,0.0037,0,0.0856,0,0,0,0,0,0,0,0,0,0,1e-04,0.0754,0.0755,0,0,0.6815,0.6815,1e-04,0.13,0.0021,0,7e-04,0,0,0,0,0,0.0105,0.0139,0.9861,0.9999,0,24,4,8,"Medium",1.1,7
1985,780,"SRI",15842000,0.0053,0.0727,0,0.0033,0,0.0813,0,0,0,0,0,0,0,0,0,0,0,0.0773,0.0773,0,0,0.7045,0.7045,1e-04,0.12,0.0023,0,7e-04,0,0,0,0,0,0.0137,0,1,0.9999,0,134,2,10,"Medium",1.1,13
1990,780,"SRI",16993000,0.0054,0.0689,0,0.003,0,0.0773,0,0,0,0,0,0,0,0,0,0,0,0.0883,0.0883,0,0,0.6856,0.6856,1e-04,0.13,0.0025,0,8e-04,0,0,0,0,0,0.0147,7e-04,0.9993,1,0,24,4,8,"Medium",1.1,7
1995,780,"SRI",18112000,0.0073,0.0683,0,0.0029,0.0014,0.08,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0.6872,0.6872,1e-04,0.14,0.0013,0,7e-04,0,0,0,0,0,0.0105,0,1,0.9998,0,134,5,20,"Medium",1.1,1
2000,780,"SRI",17100000,0.006,0.0606,0,0.0022,8e-04,0.0695,0,0,0,0,0,0.0781,0.0069,0,0,0,0,0,0.085,0.1462,0.6132,0,0.7594,0,0.0768,0,0,6e-04,0,0,0,0,0,0.0035,0.0053,0.9947,1.0001,0,24,4,7,"High",1.1,315
2005,780,"SRI",19668000,0.0056,0.072,0,0.0016,8e-04,0.08,0,0,0,0,0,0.0643,0.0057,0,0,0,0,0,0.07,0.1376,0.5507,0,0.6883,1e-04,0.15,2e-04,0,7e-04,0,0,0,0,0,0.0043,0.0064,0.9936,1,0,24,5,8,"High",1.1,83
2010,780,"SRI",20590078,0.0107,0.0603,0,0.0011,5e-04,0.0726,0,0,0,0,0,0.0882,0.0078,0,0,0,0,0,0.096,0.1397,0.563,0,0.7026,0,0.1246,0,0,0,0,0,0,0,0,5e-04,0.0037,0.9963,1,0,1,4,7,"High",1.1,315
1965,781,"MAD",109000,0.0014,0.0011,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0.9908,0.9908,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0,0.0066,0.9934,1,0,3,99,35,"Low",1.1,99
1970,781,"MAD",121000,8e-04,0.001,0,0,1e-04,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.9174,0.9174,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0,0.0806,0.9194,1.0001,0,24,4,8,"Medium",1.1,7
1975,781,"MAD",131000,5e-04,0.001,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0.9824,0.9824,0,0,0.01,0.01,0,0,0,0,2e-04,0,0,0,0,0,0,0.0059,0.9941,1,0,34,9,28,"Low",1.1,2
1980,781,"MAD",158000,2e-04,9e-04,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.9837,0.9837,0,0,0.01,0.01,0,1e-04,0,0,2e-04,0,0,0,0,0,0,0.0049,0.9951,1,0,134,4,10,"Medium",1.1,7
1985,781,"MAD",184000,6e-04,6e-04,0,0,2e-04,0.0014,0,0,0,0,0,0,0,0,0,0,0,0.9348,0.9348,0,0,0.01,0.01,0,3e-04,0,0,2e-04,0,0,0,0,0,1e-04,0.0531,0.9469,0.9999,0,13,2,10,"Medium",1.1,13
1990,781,"MAD",216000,8e-04,4e-04,0,0,4e-04,0.0017,0,0,0,0,0,0,0,0,0,0,0,0.9918,0.9918,0,0,0.0051,0.0051,0,9e-04,0,0,2e-04,0,0,0,0,0,3e-04,0,1,1,0,1,4,7,"Medium",1.1,7
1995,781,"MAD",254000,0.0012,0.0019,0,0,3e-04,0.0035,0,0,0,0,0,0,0,0,0,0,0,0.9506,0.9506,0,0,0.0058,0.0058,0,0.0023,0,0,3e-04,0,0,0,0,0,7e-04,0.0368,0.9632,1,0,34,9,28,"Low",1.1,2
2000,781,"MAD",286000,0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,24,7,10,"Medium",1.1,83
2005,781,"MAD",294000,0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,24,7,10,"Medium",1.1,83
2010,781,"MAD",317405,0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,24,7,10,"Medium",1.1,83
1945,790,"NEP",7110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.1497,0.1497,0,0.7287,0,0,0,0,0,0,0,0.1115,0,0,1,0.9999,0,3,99,35,"Low",1.1,99
1950,790,"NEP",7862000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0.0194,0,0,0.1458,0.1458,0,0.7251,0,0,0,0,0,0,0,0.1093,2e-04,0,1,0.9998,0,1,4,7,"Medium",1.1,7
1955,790,"NEP",8477000,0,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0.0255,0.0255,0,0,0.1277,0.1277,0,0.7345,0,0,1e-04,0,1e-04,0,0,0.11,0.0013,7e-04,0.9993,1.0001,0,3,99,35,"Low",1.1,99
1960,790,"NEP",9263000,0,0,0,0,3e-04,4e-04,0,0,0,0,0,0,0,0,0,0,0,0.0301,0.0301,0,0,0.11,0.11,0,0.74,0,0,2e-04,0,1e-04,0,0,0.1158,0.0022,0.0012,0.9988,1,0,134,10,28,"Low",1.1,12
1965,790,"NEP",10211000,0,0,1e-04,0,4e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0.0291,0.0291,0,0,0.11,0.11,0,0.7416,0,0,2e-04,0,2e-04,0,0,0.1155,0.0028,0,1,0.9999,0,3,99,35,"Low",1.1,99
1970,790,"NEP",11327000,1e-04,0,1e-04,0,5e-04,6e-04,0,0,0,0,0,0,0,0,0,0,0,0.0278,0.0278,0,0,0.1175,0.1175,0,0.7368,0,0,3e-04,0,2e-04,0,0,0.1135,0.0034,0,1,1.0001,0,1,4,7,"Medium",1.1,7
1975,790,"NEP",12835000,1e-04,0,1e-04,0,3e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0.028,0.028,0,0,0.1192,0.1192,0,0.7379,1e-04,0,3e-04,0,2e-04,0,3e-04,0.11,0.0032,3e-04,0.9997,1,0,3,99,35,"Low",1.1,99
1980,790,"NEP",14634000,1e-04,0,1e-04,0,2e-04,4e-04,0,0,0,0,0,0,0,0,0,0,0,0.029,0.029,0,0,0.12,0.12,0,0.7195,2e-04,0,3e-04,0,2e-04,0,5e-04,0.11,0.003,0.0169,0.9831,1,0,134,4,10,"Medium",1.1,7
1985,790,"NEP",16324000,3e-04,1e-04,1e-04,0,0.0158,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0347,0.0347,0,0,0.12,0.12,0,0.72,3e-04,0,3e-04,0,2e-04,0,7e-04,0.1,0.0032,0.0043,0.9957,0.9999,0,34,2,10,"Medium",1.1,13
1990,790,"NEP",18111000,4e-04,2e-04,1e-04,0,0.0282,0.0289,0,0,0,0,0,0,0,0,0,0,0,0.0392,0.0392,0,0,0.11,0.11,0,0.72,4e-04,0,3e-04,0,2e-04,0,8e-04,0.0966,0.0033,2e-04,0.9998,0.9999,0,24,4,8,"Medium",1.1,7
1995,790,"NEP",21456000,0.0028,2e-04,1e-04,0,0.0222,0.0253,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.12,0.12,0,0.6914,4e-04,0,2e-04,0,2e-04,0,7e-04,0.114,0.0032,0.0146,0.9854,1,0,134,9,28,"Low",1.1,2
2000,790,"NEP",23930000,0.0019,1e-04,1e-04,0,0.0146,0.0167,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0,0,0.108,0.108,0,0.792,0,0,0,0,0,0,0,0.036,0.0032,0.0021,0.9979,1,0,24,4,7,"High",1.1,83
2005,790,"NEP",25343000,0.0017,1e-04,1e-04,0,0.0134,0.0153,0,0,0,0,0,0,0,0,0,0,0,0.0428,0.0428,0,0,0.0983,0.0983,0,0.803,0,0,0,0,1e-04,0,0,0.0356,0.0025,0.0025,0.9975,1.0001,0,34,4,7,"High",1.1,99
2010,790,"NEP",26494504,0.0016,1e-04,1e-04,0,0.0124,0.0142,0,0,0,0,0,0,0,0,0,0,0,0.0439,0.0439,0,0,0.0904,0.0904,0,0.8134,0,0,0,0,1e-04,0,0,0.0356,0.0019,4e-04,0.9996,0.9999,0,24,4,7,"High",1.1,316
1945,800,"THI",17284000,9e-04,0.0029,0,0,7e-04,0.0045,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.8854,0.8854,0,0.0018,3e-04,0,0,0,0,0,0.041,0.046,1e-04,0.001,0.999,1.0001,0,134,3,10,"Medium",1.1,14
1950,800,"THI",19635000,0.001,0.0046,0,0,2e-04,0.0058,0,0,0,0,0,0,0,0,0,0,0,0.0243,0.0243,0,0,0.9069,0.9069,0,0.0015,3e-04,0,0,0,0,0,0.0315,0.0291,3e-04,2e-04,0.9998,0.9999,0,1,4,7,"Medium",1.1,7
1955,800,"THI",22762000,0.001,0.0072,0,0,0,0.0082,0,0,0,0,0,0,0,0,0,0,0,0.0309,0.0309,0,0.8196,0.096,0.9156,0,0.0013,3e-04,0,1e-04,0,0,0,0.0237,0.018,0.0014,5e-04,0.9995,1,0,134,9,28,"Low",1.1,2
1960,800,"THI",26634000,0.001,0.0089,0,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.0385,0,0,0.92,0.92,0,0.0019,3e-04,0,1e-04,0,0,0,0.0173,0.0094,0.0021,5e-04,0.9995,1,0,13,10,24,"Medium",1.1,12
1965,800,"THI",31025000,0.001,0.01,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0.0386,0.0386,0,0,0.9058,0.9058,0,0.0013,3e-04,0,2e-04,0,0,0,0.0192,0.0191,0.0027,0.002,0.998,1.0002,0,13,8,24,"Medium",1.1,20
1970,800,"THI",36370000,9e-04,0.0042,0,0,0.0014,0.0065,0,0,0,0,0,0,0,0,0,0,0,0.0377,0.0377,0,0,0.9049,0.9049,0,0.0016,3e-04,0,2e-04,0,0,0,0.02,0.0257,0.003,1e-04,0.9999,1,0,1,4,7,"Medium",1.1,7
1975,800,"THI",41869000,0.0022,0.0045,0,0,0.0052,0.0119,0,0,0,0,0,0,0,0,0,0,0,0.0394,0.0394,0,0,0.9088,0.9088,0,0.0017,3e-04,0,2e-04,0,0,0.0012,0.0181,0.0146,0.0037,1e-04,0.9999,1,0,3,99,35,"Low",1.1,99
1980,800,"THI",46718000,0.0033,0.0048,0,0,0.0082,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0413,0.0413,0,0,0.91,0.91,0,0.0018,3e-04,0,2e-04,0,0,0.0021,0.017,0.0062,0.0042,6e-04,0.9994,0.9999,0,134,4,10,"Medium",1.1,7
1985,800,"THI",51580000,0.004,0.0045,0,0,0.0149,0.0234,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.89,0.89,0,0.0025,3e-04,0,0.0014,0,0,0.0029,0.0129,0.0142,0.0116,7e-04,0.9993,0.9999,0,134,9,28,"Low",1.1,2
1990,800,"THI",55839000,0.0047,0.0043,0,0,0.0207,0.0297,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.87,0.87,0,0.0032,3e-04,0,0.0023,0,0,0.0036,0.0097,0.0211,0.0179,0.0022,0.9978,1,0,134,4,10,"Medium",1.1,7
1995,800,"THI",59401000,0.0047,0.0043,0,2e-04,8e-04,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.89,0.89,0,0.002,6e-04,0,0.0016,0,0,0.0035,0.0093,0.022,0.0178,0.0032,0.9968,1,0,134,5,20,"Medium",1.1,1
2000,800,"THI",61399000,0.0047,0.0043,0,2e-04,8e-04,0.01,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0.1,0,0.87,0,0.87,0,8e-04,2e-04,0,1e-04,0,0,0.0011,8e-04,0.0065,0.0068,0.0035,0.9965,0.9998,0,24,5,10,"Medium",1.1,83
2005,800,"THI",64839000,0.0026,0.0024,0,1e-04,5e-04,0.0056,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0.1,0,0.87,0,0.87,0,8e-04,3e-04,0,1e-04,0,0,0.0011,9e-04,0.0068,0.01,0.0044,0.9956,1,0,24,5,10,"Medium",1.1,83
2010,800,"THI",67333472,0.0028,0.0026,0,1e-04,5e-04,0.006,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0.1,0,0.87,0,0.87,0,8e-04,3e-04,0,1e-04,0,0,0.0011,9e-04,0.0071,0.01,0.0037,0.9963,1,0,24,5,10,"Medium",1.1,83
1955,811,"CAM",4840000,0.0017,0.0217,0,1e-04,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0.0309,0.0309,0,0,0.86,0.86,0,0,0,0,0.0071,0,0,0,0.0084,0.0314,0.0342,0.0046,0.9954,1.0001,0,13,5,24,"Medium",1.1,15
1960,811,"CAM",5433000,0.0016,0.019,0,1e-04,0,0.0207,0,0,0,0,0,0,0,0,0,0,0,0.0287,0.0287,0,0,0.8694,0.8694,0,0,0,0,0.0055,0,0,0,0.0113,0.033,0.0313,0,1,0.9999,0,134,10,28,"Low",1.1,12
1965,811,"CAM",6141000,0.0016,0.01,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0.0265,0.0265,0,0,0.8793,0.8793,0,0,0,0,0.0042,0,0,0,0.0152,0.0345,0.0285,2e-04,0.9998,1,0,13,8,24,"Medium",1.1,20
