"year","state","name","pop","chrstprotpct","chrstcatpct","chrstorthpct","chrstangpct","chrstothrpct","chrstgenpct","judorthpct","judconspct","judrefpct","judothrpct","judgenpct","islmsunpct","islmshipct","islmibdpct","islmnatpct","islmalwpct","islmahmpct","islmothrpct","islmgenpct","budmahpct","budthrpct","budothrpct","budgenpct","zorogenpct","hindgenpct","sikhgenpct","shntgenpct","bahgenpct","taogenpct","jaingenpct","confgenpct","syncgenpct","anmgenpct","nonreligpct","othrgenpct","sumreligpct","total","dualrelig","datatype","sourcereliab","recreliab","reliabilevel","Version","sourcecode"
1980,710,"CHN",998876992,0.0057,0.0043,0,0,0.016,0.026,0,0,0,0,0,0,0,0,0,0,0,0.0148,0.0148,0,0,0.0976,0.0976,0,0,0,0,0,0.0016,0,0,0.3732,0.0456,0.4349,0.0062,0.9938,0.9999,0,34,4,10,"Medium",1.1,7
1985,710,"CHN",1070174976,0.0078,0.0058,0,0,0.0223,0.036,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0.1109,0.1109,0,0,0,0,0,0.0022,0,0,0.3819,0.0448,0.4066,0.0027,0.9973,1.0001,0,34,2,10,"Medium",1.1,13
1990,710,"CHN",1155304960,0.0096,0.0071,0,0,0.0275,0.0442,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0.1211,0.1211,0,0,0,0,0,0.0026,0,0,0.3839,0.0436,0.3848,0.0049,0.9951,1.0001,0,34,4,10,"Medium",1.1,7
1995,710,"CHN",1220224000,0.0113,0.0083,0,0,0.0325,0.0521,0,0,0,0,0,0,0,0,0,0,0,0.0152,0.0152,0,0,0.132,0.132,0,0,0,0,0,0.003,0,0,0.3896,0.0432,0.3607,0.0041,0.9959,0.9999,0,34,5,24,"Medium",1.1,1
2000,710,"CHN",1277558016,0.038,0.008,0,0,0.01,0.056,0,0,0,0,0,0,0,0,0,0,0,0.0157,0.0157,0,0,0.08,0.08,0,0,0,0,0,0.0041,0,0,0.42,0.0431,0.38,0.0012,0.9988,1.0001,0,24,5,24,"Medium",1.1,83
2005,710,"CHN",1303719936,0.038,0.008,0,0,0.012,0.058,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0.126,0.126,0,0,0,0,0,0.0034,0,0,0.42,0.0399,0.325,0.0027,0.9973,1,0,24,4,24,"Medium",1.1,310
2010,710,"CHN",1345174272,0.038,0.008,0,0,0.012,0.058,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0.126,0.126,0,0,0,0,0,0.0034,0,0,0.42,0.0399,0.325,0.0027,0.9973,1,0,24,5,24,"Medium",1.1,83
1945,712,"MON",754000,0,1e-04,0.0022,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0.0074,0.0074,0,0,0.0907,0.0907,0,0,0,0,0,0,0,0,9e-04,0.4303,0.4567,0.0117,0.9883,1,0,3,99,35,"Low",1.1,99
1950,712,"MON",766000,0,1e-04,0.0026,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0.0154,0.0154,0,0,0.0769,0.0769,0,0,0,0,0,0,0,0,0.0013,0.4551,0.4487,0,1,1,0,13,4,10,"Medium",1.1,7
1955,712,"MON",836000,0,1e-04,0.0027,0,0,0.0028,0,0,0,0,0,0,0,0,0,0,0,0.0298,0.0298,0,0,0.0607,0.0607,0,0,0,0,0,0,0,0,0.0018,0.4479,0.4552,0.0017,0.9983,0.9999,0,3,99,35,"Low",1.1,99
1960,712,"MON",952000,0,1e-04,0.0027,0,1e-04,0.0028,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.0448,0.0448,0,0,0,0,0,0,0,0,0.002,0.4206,0.4897,1e-04,0.9999,1,0,134,9,28,"Low",1.1,2
1965,712,"MON",1090000,0,0,0.0027,0,1e-04,0.0028,0,0,0,0,0,0,0,0,0,0,0,0.0273,0.0273,0,0,0.0316,0.0316,0,0,0,0,0,0,0,0,0.0022,0.3911,0.54,0.0049,0.9951,0.9999,0,3,99,35,"Low",1.1,99
1970,712,"MON",1248000,0,0,0.0026,0,1e-04,0.0027,0,0,0,0,0,0,0,0,0,0,0,0.0172,0.0172,0,0,0.0211,0.0211,0,0,0,0,0,0,0,0,0.0023,0.3623,0.5943,0,1,0.9999,0,1,4,7,"Medium",1.1,7
1975,712,"MON",1446000,0.003,0,0.0022,0,4e-04,0.0057,0,0,0,0,0,0,0,0,0,0,0,0.0165,0.0165,0,0,0.173,0.173,0,0,0,0,0,0,0,0,0.003,0.3284,0.45,0.0234,0.9766,1,0,34,9,28,"Low",1.1,2
1980,712,"MON",1661000,0.0052,0,0.0018,0,7e-04,0.0078,0,0,0,0,0,0,0,0,0,0,0,0.0158,0.0158,0,0,0.2854,0.2854,0,0,0,0,0,0,0,0,0.0035,0.3474,0.34,0,1,0.9999,0,13,4,10,"Medium",1.1,7
1985,712,"MON",1878000,0.0053,1e-04,0.0012,0,7e-04,0.0074,0,0,0,0,0,0,0,0,0,0,0,0.0216,0.0216,0,0,0.3717,0.3717,0,0,0,0,0,0,0,0,0.0039,0.2577,0.33,0.0078,0.9922,1.0001,0,13,2,10,"Medium",1.1,13
1990,712,"MON",2216000,0.0078,1e-04,7e-04,0,0.0015,0.0101,0,0,0,0,0,0,0,0,0,0,0,0.0429,0.0429,0,0,0.416,0.416,0,0,0,0,0,0,0,0,0.0039,0.21,0.3162,8e-04,0.9992,0.9999,0,134,4,10,"Medium",1.1,7
1995,712,"MON",2347000,0.0064,1e-04,0.0012,0,0.0039,0.0116,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.4882,0.4882,0,0,0,0,0,0,0,0,0.0053,0.2,0.25,0.0049,0.9951,1,0,13,5,24,"Medium",1.1,1
2000,712,"MON",2662000,0.0038,2e-04,0.0011,0,0.0038,0.0087,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.651,0.651,0,0,0,0,0,0,0,0,0.006,0.149,0.1039,0.0514,0.9486,1,0,24,4,24,"Medium",1.1,83
2005,712,"MON",2850000,0.0038,2e-04,0.0011,0,0.0038,0.0087,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.6491,0.6491,0,0,0,0,0,0,0,0,0.006,0.1421,0.1039,0.0601,0.9399,0.9999,0,24,4,24,"Medium",1.1,83
2010,712,"MON",2746016,0.0105,2e-04,0.0013,0,0.0073,0.0194,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0.0164,0.091,0.3095,0.0037,0.9963,1,0,24,4,24,"Medium",1.1,83
1950,713,"TAW",7427000,0.0159,0.0198,0,1e-04,0.0094,0.0451,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0.25,0.25,0,0,0,0,0,0.1058,0,0,0.5831,0.0106,2e-04,0.0012,0.9988,1,0,24,4,8,"Medium",1.1,7
1955,713,"TAW",9078000,0.0152,0.0184,0,1e-04,0.0089,0.0426,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0041,0,0,0.259,0.259,0,0,0,0,1e-04,0.1134,0,0,0.57,0.0076,0.001,0.0023,0.9977,1.0001,0,134,9,28,"Low",1.1,2
1960,713,"TAW",10792000,0.0155,0.0173,0,1e-04,0.0103,0.0433,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0.2615,0.2615,0,0,0,0,1e-04,0.11,0,0,0.57,0.0055,0.0015,0.0041,0.9959,1,0,13,10,24,"Medium",1.1,12
1965,713,"TAW",12628000,0.0149,0.0164,0,1e-04,0.0105,0.0419,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0042,0,0,0.2642,0.2642,0,0,0,0,2e-04,0.12,0,0,0.5621,0.004,0.0013,0.0022,0.9978,1.0001,0,134,8,28,"Low",1.1,20
1970,713,"TAW",14676000,0.0189,0.0209,0,1e-04,0.0241,0.064,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0041,0,0,0.2632,0.2632,0,0,0,0,2e-04,0.12,0,0,0.54,0.0028,0.0021,0.0036,0.9964,1,0,24,4,8,"Medium",1.1,7
1975,713,"TAW",16150000,0.0213,0.0224,0,1e-04,0.0251,0.069,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.0045,0,0,0.27,0.27,0,0,0,0,2e-04,0.12,0,0,0.53,0.0017,0.002,0.0026,0.9974,1,0,3,99,35,"Low",1.1,99
1980,713,"TAW",17805000,0.0231,0.0235,0,2e-04,0.0256,0.0723,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0047,0,0,0.27,0.27,0,0,0,0,3e-04,0.12,0,0,0.5298,9e-04,0.0019,0,1,0.9999,0,24,4,8,"Medium",1.1,7
1985,713,"TAW",19258000,0.0203,0.0186,0,1e-04,0.0281,0.0672,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.0043,0,0,0.26,0.26,0,0,0,0,4e-04,0.12,0,0,0.52,0.0017,0.0217,0.0047,0.9953,1,0,134,9,28,"Low",1.1,2
1990,713,"TAW",20353000,0.0182,0.0147,0,1e-04,0.0306,0.0636,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.0039,0,0,0.26,0.26,0,0,0,0,4e-04,0.12,0,0,0.51,0.0025,0.0395,0,1,0.9999,0,24,4,8,"Medium",1.1,7
1995,713,"TAW",21304000,0.0171,0.0143,0,1e-04,0.0186,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.0039,0,0,0.2583,0.2583,0,0,0,0,6e-04,0.1203,0,0,0.52,0.0025,0.0414,0.0031,0.9969,1.0001,0,13,5,24,"Medium",1.1,1
2000,713,"TAW",21875000,0.0277,0.0136,0,0,0.0128,0.0541,0,0,0,0,0,0.0024,5e-04,0,0,0,0,9e-04,0.0038,0,0,0.2508,0.2508,0,0,0,0,7e-04,0.2078,0,6e-04,0.4005,0.0026,0.07,0.0091,0.9909,1,0,24,4,8,"High",1.1,83
2005,713,"TAW",22770000,0.0222,0.0132,0,0,0.0143,0.0496,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.0039,0,0,0.35,0.35,0,0,0,0,7e-04,0.33,0,0,0.1764,0.0025,0.08,0.0069,0.9931,1,0,24,4,8,"High",1.1,83
2010,713,"TAW",22770000,0.0277,0.0136,0,0,0.0128,0.0541,0,0,0,0,0,0.0029,5e-04,0,0,0,0,0.0011,0.0045,0,0,0.2508,0.2508,0,0,0,0,7e-04,0.2078,0,6e-04,0.4005,0.0026,0.07,0.0084,0.9916,1,0,24,4,8,"High",1.1,83
1950,731,"PRK",9488000,0.0072,7e-04,0,0,0.0121,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.55,0.39,0,1,1,0,24,4,8,"Medium",1.1,7
1955,731,"PRK",8848000,0.0091,0.001,0,0,0.0099,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.49,0.45,0,1,1,0,3,99,35,"Low",1.1,99
1960,731,"PRK",10525000,0.0089,0.001,0,0,0.0101,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.43,0.51,0,1,1,0,34,10,28,"Low",1.1,12
1965,731,"PRK",12061000,0.0088,0.0011,0,0,0.0102,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.39,0.55,0,1,1,0,3,99,35,"Low",1.1,99
1970,731,"PRK",14263000,0.0083,0.001,0,0,0.0107,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.3,0.64,0,1,1,0,24,4,8,"Medium",1.1,7
1975,731,"PRK",16301000,0.0076,0.001,0,0,0.0113,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.26,0.68,0,1,1,0,3,99,35,"Low",1.1,99
1980,731,"PRK",17666000,0.0074,0.0011,0,0,0.0098,0.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0.2111,0.74,5e-04,0.9995,0.9999,0,134,4,10,"Medium",1.1,7
1985,731,"PRK",18942000,0.0037,0.0017,0,0,0.0146,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0.16,0.79,0,1,1,0,134,9,28,"Low",1.1,2
1990,731,"PRK",20363000,5e-04,0.0023,0,0,0.0143,0.0171,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.03,0.03,0,0,0,0,0,0,0,0,7e-04,0.16,0.79,0.0022,0.9978,1.0001,0,24,4,8,"Medium",1.1,7
1995,731,"PRK",22097000,5e-04,0.002,0,0,0.0185,0.0209,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.03,0.03,0,0,0,0,0,0,0,0,7e-04,0.16,0.78,0.0083,0.9917,1,0,134,9,28,"Low",1.1,2
2000,731,"PRK",24039000,4e-04,0.0017,0,0,0.0146,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458,0.0458,0,0,0,0,0,0,0,0.13,6e-04,0.16,0.6432,0.0038,0.9962,1,0,24,9,28,"Low",1.1,311
2005,731,"PRK",23760000,4e-04,0.0017,0,0,0.0146,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458,0.0458,0,0,0,0,0,0,0,0.13,6e-04,0.16,0.6432,0.0038,0.9962,1,0,34,9,28,"Low",1.1,99
2010,731,"PRK",24394288,4e-04,0.0017,0,0,0.0146,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458,0.0458,0,0,0,0,0,0,0,0.13,6e-04,0.16,0.6432,0.0038,0.9962,1,0,24,9,28,"Low",1.1,311
1950,732,"ROK",20357000,0.039,0.0156,1e-04,1e-04,0.0352,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,1e-04,0,0,0.13,1e-04,0.6386,5e-04,7e-04,0.9993,1,0,24,4,8,"Medium",1.1,7
1955,732,"ROK",21424000,0.0544,0.0114,1e-04,4e-04,0.0236,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,2e-04,0,0,0.13,2e-04,0.6107,0.0016,0.0073,0.9927,1,0,134,9,28,"Low",1.1,2
1960,732,"ROK",25012000,0.06,0.02,1e-04,7e-04,0.0292,0.11,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.17,0.17,0,0,0,0,3e-04,0,0,0.13,2e-04,0.5811,0.0024,0.0059,0.9941,1,0,134,9,28,"Low",1.1,2
1965,732,"ROK",28705000,0.0644,0.0222,1e-04,9e-04,0.0523,0.14,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.1691,0.1691,0,0,0,0,4e-04,0,0,0.1416,3e-04,0.543,0.0029,0.0026,0.9974,1,0,134,8,28,"Low",1.1,20
1970,732,"ROK",32241000,0.0682,0.0267,1e-04,0.001,0.0869,0.183,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.1692,0.1692,0,0,0,0,4e-04,0,0,0.1513,3e-04,0.49,0.0033,0.0024,0.9976,1,0,24,4,8,"Medium",1.1,7
1975,732,"ROK",35281000,0.0898,0.0287,1e-04,0.0011,0.1257,0.2453,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.1799,0.1799,0,0,0,2e-04,5e-04,0,0,0.1397,4e-04,0.4297,0.0042,0,1,1,0,3,99,35,"Low",1.1,99
1980,732,"ROK",38124000,0.1085,0.0305,1e-04,0.0011,0.1591,0.2993,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.19,0.19,0,0,0,3e-04,5e-04,0,0,0.1306,5e-04,0.37,0.0049,0.0038,0.9962,1,0,134,4,10,"Medium",1.1,7
1985,732,"ROK",40806000,0.159,0.0457,1e-04,0,0,0.2048,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.1998,0.1998,0,0,0,5e-04,5e-04,0,0,0.0107,6e-04,0.0088,0.5689,0.0053,0.9947,1,0,24,2,8,"High",1.1,312
1990,732,"ROK",42869000,0.1779,0.0562,1e-04,0,0,0.2341,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.2165,0.2165,0,0,0,5e-04,5e-04,0,0,0.0075,6e-04,0.0088,0.5268,0.0044,0.9956,0.9998,0,34,7,28,"Low",1.1,99
1995,732,"ROK",45093000,0.1943,0.0654,0,0,0,0.2597,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0.2308,0.2308,0,0,0,6e-04,6e-04,0,0,0.0047,6e-04,0.0088,0.4868,0.0072,0.9928,1,0,24,2,8,"High",1.1,312
2000,732,"ROK",46844000,0.1855,0.0864,0,0,0,0.2719,0,0,0,0,0,0,0,0,0,0,0,8e-04,8e-04,0,0,0.227,0.227,0,0,0,6e-04,6e-04,0,0,0.0057,8e-04,0.0096,0.4677,0.0153,0.9847,1,0,34,7,28,"Low",1.1,99
2005,732,"ROK",48138000,0.179,0.1069,0,0,0,0.2859,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0.2255,0.2255,0,0,0,6e-04,6e-04,0,0,0.0067,9e-04,0.0105,0.4542,0.0135,0.9865,0.9999,0,24,2,8,"High",1.1,312
2010,732,"ROK",48875000,0.179,0.1069,0,0,0,0.2859,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0.2255,0.2255,0,0,0,6e-04,6e-04,0,0,0.0067,9e-04,0.0105,0.4542,0.0135,0.9865,0.9999,0,34,7,28,"Low",1.1,99
1945,740,"JPN",72147000,0.0016,0.0016,6e-04,2e-04,0.0057,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6803,0.6803,0,1e-04,0,0.7655,1e-04,0,0,0,2e-04,0,0.0087,0,1.4645,1.4646,1,134,2,10,"Medium",1.1,13
1950,740,"JPN",85503000,0.0018,0.0012,3e-04,2e-04,0.0045,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,1e-04,0,0.7655,1e-04,0,0,0,2e-04,0,0.0184,0,1.4921,1.4922,1,24,5,10,"Medium",1.1,15
1955,740,"JPN",89020000,0.0045,0.0019,3e-04,3e-04,0.0032,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6966,0.6966,0,1e-04,0,0.7655,1e-04,0,0,0,2e-04,0,0.0407,0,1.5133,1.5133,1,134,9,28,"Low",1.1,2
1960,740,"JPN",93216000,0.0046,0.0025,3e-04,4e-04,0.0245,0.0322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,1e-04,0,0.7655,1e-04,0,0,0,2e-04,0,0.0673,0,1.5654,1.5654,1,134,6,28,"Low",1.1,18
1965,740,"JPN",97952000,0.0046,0.003,3e-04,4e-04,0.0217,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0.7655,1e-04,0,0,0,3e-04,0,0.0881,0,1.5841,1.584,1,134,5,10,"Medium",1.1,15
1970,740,"JPN",103403000,0.0042,0.0035,3e-04,5e-04,0.0215,0.0299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0.7655,1e-04,0,0,0,4e-04,0,0.1062,0,1.6021,1.6021,1,24,4,8,"Medium",1.1,7
1975,740,"JPN",111573000,0.0046,0.0035,3e-04,5e-04,0.0212,0.03,0,0,0,0,0,0,0,0,0,0,0,4e-04,4e-04,0,0,0.7082,0.7082,0,1e-04,0,0.7655,1e-04,0,0,3e-04,4e-04,0,0.1018,0,1.6068,1.6068,1,34,9,28,"Low",1.1,2
1980,740,"JPN",116807000,0.005,0.0036,3e-04,5e-04,0.0248,0.0342,0,0,0,0,0,0,0,0,0,0,0,7e-04,7e-04,0,0,0.73,0.73,0,1e-04,0,0.7655,1e-04,0,0,6e-04,4e-04,0,0.1005,0,1.6321,1.6321,1,134,4,10,"Medium",1.1,7
1985,740,"JPN",120837000,0.0047,0.0036,2e-04,5e-04,0.0211,0.03,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.7459,0.7459,0,1e-04,0,0.7655,1e-04,0,0,8e-04,8e-04,1e-04,0.0999,0,1.6441,1.6442,1,34,2,10,"Medium",1.1,13
1990,740,"JPN",123478000,0.0044,0.0036,2e-04,5e-04,0.0214,0.03,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0013,0,0,0.7462,0.7462,0,2e-04,0,0.7655,1e-04,0,0,0.0011,0.001,1e-04,0.0996,0,1.645,1.6451,1,24,4,8,"Medium",1.1,7
1995,740,"JPN",125472000,0.0042,0.0038,2e-04,4e-04,0.0213,0.03,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0014,0,0,0.74,0.74,0,2e-04,0,0.7655,1e-04,0,0,0.001,0.0016,1e-04,0.1153,0,1.6552,1.6552,1,34,5,24,"Medium",1.1,1
2000,740,"JPN",126714000,0.0123,0.0101,4e-04,4e-04,2e-04,0.0235,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0.6608,0.6608,0,2e-04,0,0.7655,1e-04,0,0,0.001,0.002,1e-04,0.112,0,1.5667,1.5667,1,24,5,10,"Medium",1.1,83
2005,740,"JPN",127773000,0.0123,0.0101,4e-04,4e-04,2e-04,0.0235,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0.6965,0.6965,0,2e-04,0,0.8374,1e-04,0,0,0.001,0.0022,1e-04,0.12,0,1.6825,1.6825,1,24,5,10,"Medium",1.1,83
2010,740,"JPN",127451704,0.0103,0.0084,4e-04,4e-04,2e-04,0.0196,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0.6907,0.6907,0,2e-04,0,0.8474,1e-04,0,0,9e-04,0.0023,1e-04,0.095,0,1.658,1.6578,1,24,5,10,"Medium",1.1,83
1950,750,"IND",358292992,0.0051,0.0095,0.0025,0,9e-04,0.0181,0,0,0,0,0,0,0,0,0,0,0,0.1192,0.1192,0,0,0.0067,0.0067,3e-04,0.7978,0.0161,0,0.0011,0,0.0051,0,1e-04,0.0329,0.0023,2e-04,0.9998,0.9999,0,1,4,7,"Medium",1.1,7
1955,750,"IND",390149000,0.0055,0.0109,0.0029,0,0,0.0193,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.12,0.12,0,0,5e-04,5e-04,3e-04,0.8,0.0159,0,0.0013,0,0.0041,0,1e-04,0.035,0.0033,1e-04,0.9999,1,0,134,5,10,"Medium",1.1,15
1960,750,"IND",432703008,0.0103,0.0137,0.0032,0,0,0.0271,0,0,0,0,0,0,0,0,0,0,0,0.1085,0.1085,0,0,0.0074,0.0074,4e-04,0.79,0.0181,0,0.0013,0,0.0047,0,1e-04,0.036,0.0041,0.0023,0.9977,1,0,134,10,28,"Low",1.1,12
1965,750,"IND",482529984,0.0113,0.0132,0.0033,0,0,0.0278,0,0,0,0,0,0,0,0,0,0,0,0.1118,0.1118,0,0,0.0072,0.0072,3e-04,0.7838,0.0178,0,0.0014,0,0.0048,0,1e-04,0.0361,0.0046,0.0043,0.9957,1,0,134,8,28,"Low",1.1,20
1970,750,"IND",554910976,0.0127,0.0152,0.0033,0,0.006,0.0372,0,0,0,0,0,0,0,0,0,0,0,0.1135,0.1135,0,0,0.0068,0.0068,2e-04,0.778,0.0186,0,0.0013,0,0.0047,0,1e-04,0.0347,0.0049,0,1,1,0,1,4,7,"Medium",1.1,7
1975,750,"IND",602748000,0.015,0.0168,0.0028,0,0.0113,0.0459,0,0,0,0,0,0,0,0,0,0,0,0.1191,0.1191,0,0,0.0078,0.0078,2e-04,0.76,0.0201,0,0.0015,0,0.0048,0,1e-04,0.0333,0.0057,0.0016,0.9984,1.0001,0,3,99,35,"Low",1.1,99
1980,750,"IND",673388032,0.0163,0.0176,0.0024,0,0.0153,0.0516,0,0,0,0,0,0,0,0,0,0,2e-04,0.1194,0.1196,0,0,0.0084,0.0084,2e-04,0.7541,0.0206,0,0.0016,0,0.0048,0,1e-04,0.0309,0.0062,0.002,0.998,1.0001,0,24,4,8,"Medium",1.1,7
1985,750,"IND",750910976,0.0164,0.0166,0.0028,0,0.0142,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1145,0.1145,0,0,0.0072,0.0072,2e-04,0.7581,0.0193,0,0.0016,0,0.0047,0,1e-04,0.0337,0.0094,0.0011,0.9989,0.9999,0,134,2,10,"Medium",1.1,13
1990,750,"IND",834697024,0.0163,0.0156,0.0031,0,0.0149,0.05,0,0,0,0,0,0,0,0,0,0,0,0.121,0.121,0,0,0.0071,0.0071,2e-04,0.7452,0.0221,0,0.0017,0,0.0046,0,1e-04,0.0357,0.012,3e-04,0.9997,1,0,24,4,8,"Medium",1.1,7
1995,750,"IND",915971008,0.0155,0.0159,0.0037,0,0.0149,0.05,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0.01,0.01,1e-04,0.7422,0.02,0,0.0016,0,0.0044,0,1e-04,0.0377,0.0128,0.0011,0.9989,1,0,134,5,20,"Medium",1.1,1
2000,750,"IND",1028662016,0.0073,0.0075,0.0017,0,0.007,0.0234,0,0,0,0,0,0.1139,0.0201,0,0,0,0,0,0.134,0,0,0.0077,0.0077,1e-04,0.8045,0.0187,0,0.0014,0,0.0041,0,1e-04,0.0024,0.0031,4e-04,0.9996,0.9999,0,24,4,7,"High",1.1,313
2005,750,"IND",1115318016,0.0073,0.0074,0.0017,0,0.0069,0.0233,0,0,0,0,0,0.1135,0.02,0,0,0,0,0,0.1336,0,0,0.0077,0.0077,1e-04,0.802,0.0186,0,0.0014,0,0.0041,0,1e-04,0.0024,0.0031,0.0035,0.9965,0.9999,0,34,8,28,"Low",1.1,99
2010,750,"IND",1195000000,0.0073,0.0075,0.0017,0,0.007,0.0234,0,0,0,0,0,0.1139,0.0201,0,0,0,0,0,0.134,0,0,0.0077,0.0077,1e-04,0.8045,0.0187,0,0.0014,0,0.0041,0,1e-04,0.0024,0.0031,4e-04,0.9996,0.9999,0,24,4,8,"Medium",1.1,313
1975,760,"BHU",1159000,2e-04,1e-04,0,0,6e-04,9e-04,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.7265,0.7265,0,0.24,0,0,2e-04,0,0,0,0,0.002,0,4e-04,0.9996,1,0,234,9,28,"Low",1.1,2
1980,760,"BHU",1165000,7e-04,3e-04,0,0,4e-04,0.0013,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.73,0.73,0,0.23,0,0,3e-04,0,0,0,0,0.0079,0,5e-04,0.9995,1,0,134,4,10,"Medium",1.1,7
1985,760,"BHU",1451000,0.0013,6e-04,0,0,0.0039,0.0058,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.7231,0.7231,0,0.21,0,0,3e-04,0,0,0,0,0.0256,0,0.0053,0.9947,1.0001,0,34,2,10,"Medium",1.1,13
1990,760,"BHU",1645000,0.0018,9e-04,0,0,0.0066,0.0092,0,0,0,0,0,0,0,0,0,0,0,0.0103,0.0103,0,0,0.7376,0.7376,0,0.2,0,0,3e-04,0,0,0,0,0.0395,0,0.003,0.997,0.9999,0,24,4,8,"Medium",1.1,7
1995,760,"BHU",1770000,0.0025,0.0015,0,0,0.0053,0.0093,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0062,0,0,0.7787,0.7787,0,0.16,0,0,2e-04,0,0,0,0,0.0386,1e-04,0.007,0.993,1.0001,0,134,5,20,"Medium",1.1,1
